,detection_strategy,detection_feature,detection_results,ground_truth,f1,delay,log_path,log_size,change_pattern,noise_size,window_size_mode,window_size,window_ref_mode,overlap,sliding_step,margin_error,margin_error_corrected
5462,time_series_strategy,cpd_cramersv_frequency3,"[19, 24, 36, 54]","[18, 36, 54]",0.8,2.33,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Atomic\ParallelMove\output\ParallelMove_5.mxml.gz,Size5,ParallelMove_5,5,Fixed,2000,Fixed,False,0,3,4
5463,threshold_strategy,gtest_frequency3,[54],"[18, 36, 54]",0.0,,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Atomic\ParallelMove\output\ParallelMove_5.mxml.gz,Size5,ParallelMove_5,5,Fixed,2000,Fixed,False,0,3,4
5464,threshold_strategy,fixed_frequency_delta_percentage3,[54],"[18, 36, 54]",0.0,,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Atomic\ParallelMove\output\ParallelMove_5.mxml.gz,Size5,ParallelMove_5,5,Fixed,2000,Fixed,False,0,3,4
5465,threshold_strategy,fixed_cramersv_frequency3,[54],"[18, 36, 54]",0.0,,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Atomic\ParallelMove\output\ParallelMove_5.mxml.gz,Size5,ParallelMove_5,5,Fixed,2000,Fixed,False,0,3,4
5466,time_series_strategy,cpd_frequency_delta3,"[15, 31, 45]","[15, 30, 45]",1.0,0.5,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Atomic\ParallelRemoval\output\ParallelRemoval.mxml.gz,Size5,ParallelRemoval,0,Fixed,2000,Fixed,False,0,3,4
5467,time_series_strategy,cpd_prob_freq_delta3,"[15, 31, 45]","[15, 30, 45]",1.0,0.5,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Atomic\ParallelRemoval\output\ParallelRemoval.mxml.gz,Size5,ParallelRemoval,0,Fixed,2000,Fixed,False,0,3,4
5468,time_series_strategy,cpd_cramersv_frequency3,"[16, 31, 45]","[15, 30, 45]",1.0,1.0,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Atomic\ParallelRemoval\output\ParallelRemoval.mxml.gz,Size5,ParallelRemoval,0,Fixed,2000,Fixed,False,0,3,4
5469,threshold_strategy,gtest_frequency3,"[16, 29, 45]","[15, 30, 45]",1.0,1.0,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Atomic\ParallelRemoval\output\ParallelRemoval.mxml.gz,Size5,ParallelRemoval,0,Fixed,2000,Fixed,False,0,3,4
5470,threshold_strategy,fixed_frequency_delta_percentage3,[45],"[15, 30, 45]",0.0,,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Atomic\ParallelRemoval\output\ParallelRemoval.mxml.gz,Size5,ParallelRemoval,0,Fixed,2000,Fixed,False,0,3,4
5471,threshold_strategy,fixed_cramersv_frequency3,"[15, 29, 45]","[15, 30, 45]",1.0,0.5,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Atomic\ParallelRemoval\output\ParallelRemoval.mxml.gz,Size5,ParallelRemoval,0,Fixed,2000,Fixed,False,0,3,4
5472,time_series_strategy,cpd_frequency_delta3,"[15, 32, 46]","[15, 31, 46]",1.0,0.5,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Atomic\ParallelRemoval\output\ParallelRemoval_2.mxml.gz,Size5,ParallelRemoval_2,2,Fixed,2000,Fixed,False,0,3,4
5473,time_series_strategy,cpd_prob_freq_delta3,"[15, 31, 46]","[15, 31, 46]",1.0,0.0,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Atomic\ParallelRemoval\output\ParallelRemoval_2.mxml.gz,Size5,ParallelRemoval_2,2,Fixed,2000,Fixed,False,0,3,4
5474,time_series_strategy,cpd_cramersv_frequency3,[46],"[15, 31, 46]",0.0,,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Atomic\ParallelRemoval\output\ParallelRemoval_2.mxml.gz,Size5,ParallelRemoval_2,2,Fixed,2000,Fixed,False,0,3,4
5475,threshold_strategy,gtest_frequency3,[46],"[15, 31, 46]",0.0,,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Atomic\ParallelRemoval\output\ParallelRemoval_2.mxml.gz,Size5,ParallelRemoval_2,2,Fixed,2000,Fixed,False,0,3,4
5476,threshold_strategy,fixed_frequency_delta_percentage3,[46],"[15, 31, 46]",0.0,,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Atomic\ParallelRemoval\output\ParallelRemoval_2.mxml.gz,Size5,ParallelRemoval_2,2,Fixed,2000,Fixed,False,0,3,4
5477,threshold_strategy,fixed_cramersv_frequency3,[46],"[15, 31, 46]",0.0,,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Atomic\ParallelRemoval\output\ParallelRemoval_2.mxml.gz,Size5,ParallelRemoval_2,2,Fixed,2000,Fixed,False,0,3,4
5478,time_series_strategy,cpd_frequency_delta3,"[140, 153, 165, 276, 338, 501]","[162, 327, 501]",0.57,19.2,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size3\Atomic\Skip\output\Skip_5.mxml.gz,Size3,Skip_5,5,Fixed,2000,Fixed,True,200,3,14
5479,time_series_strategy,cpd_prob_freq_delta3,"[142, 168, 331, 468, 485, 501]","[162, 327, 501]",0.57,65.8,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size3\Atomic\Skip\output\Skip_5.mxml.gz,Size3,Skip_5,5,Fixed,2000,Fixed,True,200,3,14
5480,time_series_strategy,cpd_cramersv_frequency3,[501],"[162, 327, 501]",0.0,,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size3\Atomic\Skip\output\Skip_5.mxml.gz,Size3,Skip_5,5,Fixed,2000,Fixed,True,200,3,14
5481,threshold_strategy,gtest_frequency3,[501],"[162, 327, 501]",0.0,,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size3\Atomic\Skip\output\Skip_5.mxml.gz,Size3,Skip_5,5,Fixed,2000,Fixed,True,200,3,14
5482,threshold_strategy,fixed_frequency_delta_percentage3,"[3, 501]","[162, 327, 501]",0.0,159.0,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size3\Atomic\Skip\output\Skip_5.mxml.gz,Size3,Skip_5,5,Fixed,2000,Fixed,True,200,3,14
5483,threshold_strategy,fixed_cramersv_frequency3,"[347, 373, 418, 429, 464, 493, 501]","[162, 327, 501]",0.0,93.67,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size3\Atomic\Skip\output\Skip_5.mxml.gz,Size3,Skip_5,5,Fixed,2000,Fixed,True,200,3,14
5484,time_series_strategy,cpd_frequency_delta3,"[15, 33, 47]","[15, 32, 47]",1.0,0.5,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Atomic\ParallelRemoval\output\ParallelRemoval_5.mxml.gz,Size5,ParallelRemoval_5,5,Fixed,2000,Fixed,False,0,3,4
5485,time_series_strategy,cpd_prob_freq_delta3,"[15, 17, 30, 33, 47]","[15, 32, 47]",0.67,1.25,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Atomic\ParallelRemoval\output\ParallelRemoval_5.mxml.gz,Size5,ParallelRemoval_5,5,Fixed,2000,Fixed,False,0,3,4
5486,time_series_strategy,cpd_cramersv_frequency3,[47],"[15, 32, 47]",0.0,,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Atomic\ParallelRemoval\output\ParallelRemoval_5.mxml.gz,Size5,ParallelRemoval_5,5,Fixed,2000,Fixed,False,0,3,4
5487,threshold_strategy,gtest_frequency3,[47],"[15, 32, 47]",0.0,,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Atomic\ParallelRemoval\output\ParallelRemoval_5.mxml.gz,Size5,ParallelRemoval_5,5,Fixed,2000,Fixed,False,0,3,4
5488,threshold_strategy,fixed_frequency_delta_percentage3,[47],"[15, 32, 47]",0.0,,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Atomic\ParallelRemoval\output\ParallelRemoval_5.mxml.gz,Size5,ParallelRemoval_5,5,Fixed,2000,Fixed,False,0,3,4
5489,threshold_strategy,fixed_cramersv_frequency3,[47],"[15, 32, 47]",0.0,,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Atomic\ParallelRemoval\output\ParallelRemoval_5.mxml.gz,Size5,ParallelRemoval_5,5,Fixed,2000,Fixed,False,0,3,4
5490,time_series_strategy,cpd_frequency_delta3,"[20, 39, 59]","[19, 39, 59]",1.0,0.5,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Atomic\ParallelToSequence\output\ParallelToSequence.mxml.gz,Size5,ParallelToSequence,0,Fixed,2000,Fixed,False,0,3,4
5491,time_series_strategy,cpd_prob_freq_delta3,"[20, 39, 59]","[19, 39, 59]",1.0,0.5,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Atomic\ParallelToSequence\output\ParallelToSequence.mxml.gz,Size5,ParallelToSequence,0,Fixed,2000,Fixed,False,0,3,4
5492,time_series_strategy,cpd_cramersv_frequency3,"[20, 39, 59]","[19, 39, 59]",1.0,0.5,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Atomic\ParallelToSequence\output\ParallelToSequence.mxml.gz,Size5,ParallelToSequence,0,Fixed,2000,Fixed,False,0,3,4
5493,threshold_strategy,gtest_frequency3,"[19, 38, 59]","[19, 39, 59]",1.0,0.5,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Atomic\ParallelToSequence\output\ParallelToSequence.mxml.gz,Size5,ParallelToSequence,0,Fixed,2000,Fixed,False,0,3,4
5494,threshold_strategy,fixed_frequency_delta_percentage3,[59],"[19, 39, 59]",0.0,,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Atomic\ParallelToSequence\output\ParallelToSequence.mxml.gz,Size5,ParallelToSequence,0,Fixed,2000,Fixed,False,0,3,4
5495,threshold_strategy,fixed_cramersv_frequency3,"[19, 38, 59]","[19, 39, 59]",1.0,0.5,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Atomic\ParallelToSequence\output\ParallelToSequence.mxml.gz,Size5,ParallelToSequence,0,Fixed,2000,Fixed,False,0,3,4
5496,time_series_strategy,cpd_frequency_delta3,"[20, 40, 60]","[20, 40, 60]",1.0,0.0,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Atomic\ParallelToSequence\output\ParallelToSequence_2.mxml.gz,Size5,ParallelToSequence_2,2,Fixed,2000,Fixed,False,0,3,4
5497,time_series_strategy,cpd_prob_freq_delta3,"[20, 40, 60]","[20, 40, 60]",1.0,0.0,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Atomic\ParallelToSequence\output\ParallelToSequence_2.mxml.gz,Size5,ParallelToSequence_2,2,Fixed,2000,Fixed,False,0,3,4
5498,time_series_strategy,cpd_cramersv_frequency3,[60],"[20, 40, 60]",0.0,,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Atomic\ParallelToSequence\output\ParallelToSequence_2.mxml.gz,Size5,ParallelToSequence_2,2,Fixed,2000,Fixed,False,0,3,4
5499,threshold_strategy,gtest_frequency3,[60],"[20, 40, 60]",0.0,,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Atomic\ParallelToSequence\output\ParallelToSequence_2.mxml.gz,Size5,ParallelToSequence_2,2,Fixed,2000,Fixed,False,0,3,4
5500,threshold_strategy,fixed_frequency_delta_percentage3,[60],"[20, 40, 60]",0.0,,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Atomic\ParallelToSequence\output\ParallelToSequence_2.mxml.gz,Size5,ParallelToSequence_2,2,Fixed,2000,Fixed,False,0,3,4
5501,threshold_strategy,fixed_cramersv_frequency3,[60],"[20, 40, 60]",0.0,,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Atomic\ParallelToSequence\output\ParallelToSequence_2.mxml.gz,Size5,ParallelToSequence_2,2,Fixed,2000,Fixed,False,0,3,4
5502,time_series_strategy,cpd_frequency_delta3,"[20, 41, 62]","[20, 41, 62]",1.0,0.0,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Atomic\ParallelToSequence\output\ParallelToSequence_5.mxml.gz,Size5,ParallelToSequence_5,5,Fixed,2000,Fixed,False,0,3,4
5503,time_series_strategy,cpd_prob_freq_delta3,"[20, 22, 41, 62]","[20, 41, 62]",0.8,0.67,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Atomic\ParallelToSequence\output\ParallelToSequence_5.mxml.gz,Size5,ParallelToSequence_5,5,Fixed,2000,Fixed,False,0,3,4
5504,time_series_strategy,cpd_cramersv_frequency3,[62],"[20, 41, 62]",0.0,,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Atomic\ParallelToSequence\output\ParallelToSequence_5.mxml.gz,Size5,ParallelToSequence_5,5,Fixed,2000,Fixed,False,0,3,4
5505,threshold_strategy,gtest_frequency3,[62],"[20, 41, 62]",0.0,,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Atomic\ParallelToSequence\output\ParallelToSequence_5.mxml.gz,Size5,ParallelToSequence_5,5,Fixed,2000,Fixed,False,0,3,4
5506,threshold_strategy,fixed_frequency_delta_percentage3,[62],"[20, 41, 62]",0.0,,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Atomic\ParallelToSequence\output\ParallelToSequence_5.mxml.gz,Size5,ParallelToSequence_5,5,Fixed,2000,Fixed,False,0,3,4
5507,threshold_strategy,fixed_cramersv_frequency3,[62],"[20, 41, 62]",0.0,,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Atomic\ParallelToSequence\output\ParallelToSequence_5.mxml.gz,Size5,ParallelToSequence_5,5,Fixed,2000,Fixed,False,0,3,4
5508,time_series_strategy,cpd_frequency_delta3,"[19, 39, 58]","[19, 38, 58]",1.0,0.5,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Atomic\SerialMove\output\SerialMove.mxml.gz,Size5,SerialMove,0,Fixed,2000,Fixed,False,0,3,4
5509,time_series_strategy,cpd_prob_freq_delta3,"[19, 39, 58]","[19, 38, 58]",1.0,0.5,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Atomic\SerialMove\output\SerialMove.mxml.gz,Size5,SerialMove,0,Fixed,2000,Fixed,False,0,3,4
5510,time_series_strategy,cpd_cramersv_frequency3,"[19, 39, 58]","[19, 38, 58]",1.0,0.5,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Atomic\SerialMove\output\SerialMove.mxml.gz,Size5,SerialMove,0,Fixed,2000,Fixed,False,0,3,4
5511,threshold_strategy,gtest_frequency3,"[19, 38, 58]","[19, 38, 58]",1.0,0.0,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Atomic\SerialMove\output\SerialMove.mxml.gz,Size5,SerialMove,0,Fixed,2000,Fixed,False,0,3,4
5512,threshold_strategy,fixed_frequency_delta_percentage3,[58],"[19, 38, 58]",0.0,,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Atomic\SerialMove\output\SerialMove.mxml.gz,Size5,SerialMove,0,Fixed,2000,Fixed,False,0,3,4
5513,threshold_strategy,fixed_cramersv_frequency3,"[18, 38, 58]","[19, 38, 58]",1.0,0.5,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Atomic\SerialMove\output\SerialMove.mxml.gz,Size5,SerialMove,0,Fixed,2000,Fixed,False,0,3,4
5514,time_series_strategy,cpd_frequency_delta3,"[19, 40, 59]","[19, 39, 59]",1.0,0.5,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Atomic\SerialMove\output\SerialMove_2.mxml.gz,Size5,SerialMove_2,2,Fixed,2000,Fixed,False,0,3,4
5515,time_series_strategy,cpd_prob_freq_delta3,"[20, 39, 59]","[19, 39, 59]",1.0,0.5,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Atomic\SerialMove\output\SerialMove_2.mxml.gz,Size5,SerialMove_2,2,Fixed,2000,Fixed,False,0,3,4
5516,time_series_strategy,cpd_cramersv_frequency3,"[19, 21, 37, 40, 59]","[19, 39, 59]",0.67,1.25,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Atomic\SerialMove\output\SerialMove_2.mxml.gz,Size5,SerialMove_2,2,Fixed,2000,Fixed,False,0,3,4
5517,threshold_strategy,gtest_frequency3,[59],"[19, 39, 59]",0.0,,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Atomic\SerialMove\output\SerialMove_2.mxml.gz,Size5,SerialMove_2,2,Fixed,2000,Fixed,False,0,3,4
5518,threshold_strategy,fixed_frequency_delta_percentage3,[59],"[19, 39, 59]",0.0,,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Atomic\SerialMove\output\SerialMove_2.mxml.gz,Size5,SerialMove_2,2,Fixed,2000,Fixed,False,0,3,4
5519,threshold_strategy,fixed_cramersv_frequency3,"[20, 36, 59]","[19, 39, 59]",1.0,2.0,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Atomic\SerialMove\output\SerialMove_2.mxml.gz,Size5,SerialMove_2,2,Fixed,2000,Fixed,False,0,3,4
5520,time_series_strategy,cpd_frequency_delta3,"[19, 40, 60]","[20, 40, 60]",1.0,0.5,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Atomic\SerialMove\output\SerialMove_5.mxml.gz,Size5,SerialMove_5,5,Fixed,2000,Fixed,False,0,3,4
5521,time_series_strategy,cpd_prob_freq_delta3,"[20, 39, 60]","[20, 40, 60]",1.0,0.5,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Atomic\SerialMove\output\SerialMove_5.mxml.gz,Size5,SerialMove_5,5,Fixed,2000,Fixed,False,0,3,4
5522,time_series_strategy,cpd_cramersv_frequency3,[60],"[20, 40, 60]",0.0,,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Atomic\SerialMove\output\SerialMove_5.mxml.gz,Size5,SerialMove_5,5,Fixed,2000,Fixed,False,0,3,4
5523,threshold_strategy,gtest_frequency3,[60],"[20, 40, 60]",0.0,,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Atomic\SerialMove\output\SerialMove_5.mxml.gz,Size5,SerialMove_5,5,Fixed,2000,Fixed,False,0,3,4
5524,threshold_strategy,fixed_frequency_delta_percentage3,[60],"[20, 40, 60]",0.0,,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Atomic\SerialMove\output\SerialMove_5.mxml.gz,Size5,SerialMove_5,5,Fixed,2000,Fixed,False,0,3,4
5525,threshold_strategy,fixed_cramersv_frequency3,[60],"[20, 40, 60]",0.0,,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Atomic\SerialMove\output\SerialMove_5.mxml.gz,Size5,SerialMove_5,5,Fixed,2000,Fixed,False,0,3,4
5526,time_series_strategy,cpd_frequency_delta3,"[15, 31, 46]","[15, 30, 46]",1.0,0.5,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Atomic\SerialRemoval\output\SerialRemoval.mxml.gz,Size5,SerialRemoval,0,Fixed,2000,Fixed,False,0,3,4
5527,time_series_strategy,cpd_prob_freq_delta3,"[16, 30, 46]","[15, 30, 46]",1.0,0.5,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Atomic\SerialRemoval\output\SerialRemoval.mxml.gz,Size5,SerialRemoval,0,Fixed,2000,Fixed,False,0,3,4
5528,time_series_strategy,cpd_cramersv_frequency3,"[16, 30, 46]","[15, 30, 46]",1.0,0.5,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Atomic\SerialRemoval\output\SerialRemoval.mxml.gz,Size5,SerialRemoval,0,Fixed,2000,Fixed,False,0,3,4
5529,threshold_strategy,gtest_frequency3,"[15, 29, 46]","[15, 30, 46]",1.0,0.5,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Atomic\SerialRemoval\output\SerialRemoval.mxml.gz,Size5,SerialRemoval,0,Fixed,2000,Fixed,False,0,3,4
5530,threshold_strategy,fixed_frequency_delta_percentage3,[46],"[15, 30, 46]",0.0,,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Atomic\SerialRemoval\output\SerialRemoval.mxml.gz,Size5,SerialRemoval,0,Fixed,2000,Fixed,False,0,3,4
5531,threshold_strategy,fixed_cramersv_frequency3,"[15, 29, 46]","[15, 30, 46]",1.0,0.5,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Atomic\SerialRemoval\output\SerialRemoval.mxml.gz,Size5,SerialRemoval,0,Fixed,2000,Fixed,False,0,3,4
5532,time_series_strategy,cpd_frequency_delta3,"[16, 33, 49]","[16, 33, 49]",1.0,0.0,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Atomic\SerialRemoval\output\SerialRemoval_2.mxml.gz,Size5,SerialRemoval_2,2,Fixed,2000,Fixed,False,0,3,4
5533,time_series_strategy,cpd_prob_freq_delta3,"[17, 33, 49]","[16, 33, 49]",1.0,0.5,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Atomic\SerialRemoval\output\SerialRemoval_2.mxml.gz,Size5,SerialRemoval_2,2,Fixed,2000,Fixed,False,0,3,4
5534,time_series_strategy,cpd_cramersv_frequency3,[49],"[16, 33, 49]",0.0,,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Atomic\SerialRemoval\output\SerialRemoval_2.mxml.gz,Size5,SerialRemoval_2,2,Fixed,2000,Fixed,False,0,3,4
5535,threshold_strategy,gtest_frequency3,[49],"[16, 33, 49]",0.0,,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Atomic\SerialRemoval\output\SerialRemoval_2.mxml.gz,Size5,SerialRemoval_2,2,Fixed,2000,Fixed,False,0,3,4
5536,threshold_strategy,fixed_frequency_delta_percentage3,[49],"[16, 33, 49]",0.0,,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Atomic\SerialRemoval\output\SerialRemoval_2.mxml.gz,Size5,SerialRemoval_2,2,Fixed,2000,Fixed,False,0,3,4
5537,threshold_strategy,fixed_cramersv_frequency3,[49],"[16, 33, 49]",0.0,,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Atomic\SerialRemoval\output\SerialRemoval_2.mxml.gz,Size5,SerialRemoval_2,2,Fixed,2000,Fixed,False,0,3,4
5538,time_series_strategy,cpd_frequency_delta3,"[15, 33, 48]","[16, 31, 48]",1.0,1.5,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Atomic\SerialRemoval\output\SerialRemoval_5.mxml.gz,Size5,SerialRemoval_5,5,Fixed,2000,Fixed,False,0,3,4
5539,time_series_strategy,cpd_prob_freq_delta3,"[15, 17, 31, 48]","[16, 31, 48]",0.8,0.67,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Atomic\SerialRemoval\output\SerialRemoval_5.mxml.gz,Size5,SerialRemoval_5,5,Fixed,2000,Fixed,False,0,3,4
5540,time_series_strategy,cpd_cramersv_frequency3,"[16, 18, 30, 33, 48]","[16, 31, 48]",0.67,1.25,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Atomic\SerialRemoval\output\SerialRemoval_5.mxml.gz,Size5,SerialRemoval_5,5,Fixed,2000,Fixed,False,0,3,4
5541,threshold_strategy,gtest_frequency3,"[16, 29, 35, 48]","[16, 31, 48]",0.8,2.0,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Atomic\SerialRemoval\output\SerialRemoval_5.mxml.gz,Size5,SerialRemoval_5,5,Fixed,2000,Fixed,False,0,3,4
5542,threshold_strategy,fixed_frequency_delta_percentage3,[48],"[16, 31, 48]",0.0,,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Atomic\SerialRemoval\output\SerialRemoval_5.mxml.gz,Size5,SerialRemoval_5,5,Fixed,2000,Fixed,False,0,3,4
5543,threshold_strategy,fixed_cramersv_frequency3,"[16, 48]","[16, 31, 48]",0.67,0.0,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Atomic\SerialRemoval\output\SerialRemoval_5.mxml.gz,Size5,SerialRemoval_5,5,Fixed,2000,Fixed,False,0,3,4
5544,time_series_strategy,cpd_frequency_delta3,"[23, 56, 67, 132, 143, 307, 466]","[146, 311, 466]",0.5,52.17,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size3\Atomic\Substitute\output\Substitute.mxml.gz,Size3,Substitute,0,Fixed,2000,Fixed,True,200,3,14
5545,time_series_strategy,cpd_prob_freq_delta3,"[135, 148, 300, 311, 466]","[146, 311, 466]",0.67,6.0,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size3\Atomic\Substitute\output\Substitute.mxml.gz,Size3,Substitute,0,Fixed,2000,Fixed,True,200,3,14
5546,time_series_strategy,cpd_cramersv_frequency3,"[137, 148, 299, 310, 466]","[146, 311, 466]",0.67,6.0,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size3\Atomic\Substitute\output\Substitute.mxml.gz,Size3,Substitute,0,Fixed,2000,Fixed,True,200,3,14
5547,threshold_strategy,gtest_frequency3,"[140, 307, 466]","[146, 311, 466]",1.0,5.0,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size3\Atomic\Substitute\output\Substitute.mxml.gz,Size3,Substitute,0,Fixed,2000,Fixed,True,200,3,14
5548,threshold_strategy,fixed_frequency_delta_percentage3,"[4, 12, 15, 466]","[146, 311, 466]",0.0,135.67,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size3\Atomic\Substitute\output\Substitute.mxml.gz,Size3,Substitute,0,Fixed,2000,Fixed,True,200,3,14
5549,threshold_strategy,fixed_cramersv_frequency3,"[139, 307, 466]","[146, 311, 466]",1.0,5.5,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size3\Atomic\Substitute\output\Substitute.mxml.gz,Size3,Substitute,0,Fixed,2000,Fixed,True,200,3,14
5550,time_series_strategy,cpd_frequency_delta3,"[16, 33, 49]","[16, 32, 49]",1.0,0.5,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size5\Atomic\Skip\output\Skip.mxml.gz,Size5,Skip,0,Fixed,2000,Fixed,False,0,3,4
