,detection_strategy,detection_feature,detection_results,ground_truth,f1,delay,log_path,log_size,change_pattern,noise_size,window_size_mode,window_size,window_ref_mode,overlap,sliding_step,margin_error,margin_error_corrected
87,threshold_strategy,gtest_frequency3,"[153, 307, 477]","[152, 314, 477]",1.0,4.0,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size2\Atomic\SerialMove\output\SerialMove_5.mxml.gz,Size2,SerialMove_5,5,Fixed,2000,Fixed,True,200,3,14
88,threshold_strategy,fixed_frequency_delta_percentage3,"[3, 477]","[152, 314, 477]",0.0,149.0,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size2\Atomic\SerialMove\output\SerialMove_5.mxml.gz,Size2,SerialMove_5,5,Fixed,2000,Fixed,True,200,3,14
89,threshold_strategy,fixed_cramersv_frequency3,"[151, 308, 477]","[152, 314, 477]",1.0,3.5,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size2\Atomic\SerialMove\output\SerialMove_5.mxml.gz,Size2,SerialMove_5,5,Fixed,2000,Fixed,True,200,3,14
90,time_series_strategy,cpd_frequency_delta3,"[57, 62, 131, 136, 198]","[62, 133, 198]",0.67,2.5,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size4\Atomic\Substitute\output\Substitute_5.mxml.gz,Size4,Substitute_5,5,Fixed,2000,Fixed,True,500,3,8
91,time_series_strategy,cpd_prob_freq_delta3,"[59, 64, 128, 133, 198]","[62, 133, 198]",0.67,2.5,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size4\Atomic\Substitute\output\Substitute_5.mxml.gz,Size4,Substitute_5,5,Fixed,2000,Fixed,True,500,3,8
92,time_series_strategy,cpd_cramersv_frequency3,"[62, 91, 123, 131, 198]","[62, 133, 198]",0.67,10.25,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size4\Atomic\Substitute\output\Substitute_5.mxml.gz,Size4,Substitute_5,5,Fixed,2000,Fixed,True,500,3,8
93,threshold_strategy,gtest_frequency3,"[63, 126, 198]","[62, 133, 198]",1.0,4.0,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size4\Atomic\Substitute\output\Substitute_5.mxml.gz,Size4,Substitute_5,5,Fixed,2000,Fixed,True,500,3,8
94,threshold_strategy,fixed_frequency_delta_percentage3,[198],"[62, 133, 198]",0.0,,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size4\Atomic\Substitute\output\Substitute_5.mxml.gz,Size4,Substitute_5,5,Fixed,2000,Fixed,True,500,3,8
95,threshold_strategy,fixed_cramersv_frequency3,"[62, 129, 198]","[62, 133, 198]",1.0,2.0,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size4\Atomic\Substitute\output\Substitute_5.mxml.gz,Size4,Substitute_5,5,Fixed,2000,Fixed,True,500,3,8
96,time_series_strategy,cpd_frequency_delta3,"[62, 128, 146, 156, 196]","[63, 130, 196]",0.67,11.25,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size4\Atomic\Swap\output\Swap.mxml.gz,Size4,Swap,0,Fixed,2000,Fixed,True,500,3,8
97,time_series_strategy,cpd_prob_freq_delta3,"[52, 64, 125, 130, 196]","[63, 130, 196]",0.67,4.25,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size4\Atomic\Swap\output\Swap.mxml.gz,Size4,Swap,0,Fixed,2000,Fixed,True,500,3,8
98,time_series_strategy,cpd_cramersv_frequency3,"[61, 77, 90, 105, 124, 129, 196]","[63, 130, 196]",0.5,12.5,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size4\Atomic\Swap\output\Swap.mxml.gz,Size4,Swap,0,Fixed,2000,Fixed,True,500,3,8
99,threshold_strategy,gtest_frequency3,"[61, 127, 196]","[63, 130, 196]",1.0,2.5,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size4\Atomic\Swap\output\Swap.mxml.gz,Size4,Swap,0,Fixed,2000,Fixed,True,500,3,8
100,threshold_strategy,fixed_frequency_delta_percentage3,[196],"[63, 130, 196]",0.0,,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size4\Atomic\Swap\output\Swap.mxml.gz,Size4,Swap,0,Fixed,2000,Fixed,True,500,3,8
101,threshold_strategy,fixed_cramersv_frequency3,"[61, 127, 196]","[63, 130, 196]",1.0,2.5,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size4\Atomic\Swap\output\Swap.mxml.gz,Size4,Swap,0,Fixed,2000,Fixed,True,500,3,8
102,time_series_strategy,cpd_frequency_delta3,"[42, 64, 132, 139, 200]","[64, 133, 200]",0.67,7.25,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size4\Atomic\Swap\output\Swap_2.mxml.gz,Size4,Swap_2,2,Fixed,2000,Fixed,True,500,3,8
103,time_series_strategy,cpd_prob_freq_delta3,"[55, 66, 132, 200]","[64, 133, 200]",0.8,4.0,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size4\Atomic\Swap\output\Swap_2.mxml.gz,Size4,Swap_2,2,Fixed,2000,Fixed,True,500,3,8
104,time_series_strategy,cpd_cramersv_frequency3,"[64, 75, 91, 121, 131, 200]","[64, 133, 200]",0.57,10.4,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size4\Atomic\Swap\output\Swap_2.mxml.gz,Size4,Swap_2,2,Fixed,2000,Fixed,True,500,3,8
105,threshold_strategy,gtest_frequency3,"[65, 129, 200]","[64, 133, 200]",1.0,2.5,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size4\Atomic\Swap\output\Swap_2.mxml.gz,Size4,Swap_2,2,Fixed,2000,Fixed,True,500,3,8
106,threshold_strategy,fixed_frequency_delta_percentage3,[200],"[64, 133, 200]",0.0,,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size4\Atomic\Swap\output\Swap_2.mxml.gz,Size4,Swap_2,2,Fixed,2000,Fixed,True,500,3,8
107,threshold_strategy,fixed_cramersv_frequency3,"[64, 129, 200]","[64, 133, 200]",1.0,2.0,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size4\Atomic\Swap\output\Swap_2.mxml.gz,Size4,Swap_2,2,Fixed,2000,Fixed,True,500,3,8
108,time_series_strategy,cpd_frequency_delta3,"[56, 64, 133, 204]","[66, 135, 204]",0.8,4.67,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size4\Atomic\Swap\output\Swap_5.mxml.gz,Size4,Swap_5,5,Fixed,2000,Fixed,True,500,3,8
109,time_series_strategy,cpd_prob_freq_delta3,"[56, 65, 126, 133, 204]","[66, 135, 204]",0.67,5.5,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size4\Atomic\Swap\output\Swap_5.mxml.gz,Size4,Swap_5,5,Fixed,2000,Fixed,True,500,3,8
110,time_series_strategy,cpd_cramersv_frequency3,"[64, 78, 121, 131, 204]","[66, 135, 204]",0.67,8.0,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size4\Atomic\Swap\output\Swap_5.mxml.gz,Size4,Swap_5,5,Fixed,2000,Fixed,True,500,3,8
111,threshold_strategy,gtest_frequency3,"[65, 127, 204]","[66, 135, 204]",0.5,4.5,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size4\Atomic\Swap\output\Swap_5.mxml.gz,Size4,Swap_5,5,Fixed,2000,Fixed,True,500,3,8
112,threshold_strategy,fixed_frequency_delta_percentage3,[204],"[66, 135, 204]",0.0,,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size4\Atomic\Swap\output\Swap_5.mxml.gz,Size4,Swap_5,5,Fixed,2000,Fixed,True,500,3,8
113,threshold_strategy,fixed_cramersv_frequency3,"[65, 128, 204]","[66, 135, 204]",1.0,4.0,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size4\Atomic\Swap\output\Swap_5.mxml.gz,Size4,Swap_5,5,Fixed,2000,Fixed,True,500,3,8
114,time_series_strategy,cpd_frequency_delta3,"[61, 83, 129, 165, 195]","[63, 128, 195]",0.67,15.0,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size4\Composite\IOR\output\IOR.mxml.gz,Size4,IOR,0,Fixed,2000,Fixed,True,500,3,8
115,time_series_strategy,cpd_prob_freq_delta3,"[61, 66, 83, 124, 129, 195]","[63, 128, 195]",0.57,6.0,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size4\Composite\IOR\output\IOR.mxml.gz,Size4,IOR,0,Fixed,2000,Fixed,True,500,3,8
116,time_series_strategy,cpd_cramersv_frequency3,"[60, 65, 82, 125, 130, 195]","[63, 128, 195]",0.57,5.8,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size4\Composite\IOR\output\IOR.mxml.gz,Size4,IOR,0,Fixed,2000,Fixed,True,500,3,8
117,threshold_strategy,gtest_frequency3,"[61, 127, 195]","[63, 128, 195]",1.0,1.5,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size4\Composite\IOR\output\IOR.mxml.gz,Size4,IOR,0,Fixed,2000,Fixed,True,500,3,8
118,threshold_strategy,fixed_frequency_delta_percentage3,[195],"[63, 128, 195]",0.0,,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size4\Composite\IOR\output\IOR.mxml.gz,Size4,IOR,0,Fixed,2000,Fixed,True,500,3,8
119,threshold_strategy,fixed_cramersv_frequency3,"[60, 128, 195]","[63, 128, 195]",1.0,1.5,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size4\Composite\IOR\output\IOR.mxml.gz,Size4,IOR,0,Fixed,2000,Fixed,True,500,3,8
120,time_series_strategy,cpd_frequency_delta3,"[57, 65, 131, 199]","[65, 131, 199]",0.8,2.67,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size4\Composite\IOR\output\IOR_2.mxml.gz,Size4,IOR_2,2,Fixed,2000,Fixed,True,500,3,8
121,time_series_strategy,cpd_prob_freq_delta3,"[61, 66, 131, 199]","[65, 131, 199]",0.8,1.67,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size4\Composite\IOR\output\IOR_2.mxml.gz,Size4,IOR_2,2,Fixed,2000,Fixed,True,500,3,8
122,time_series_strategy,cpd_cramersv_frequency3,"[62, 67, 86, 131, 199]","[65, 131, 199]",0.67,6.5,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size4\Composite\IOR\output\IOR_2.mxml.gz,Size4,IOR_2,2,Fixed,2000,Fixed,True,500,3,8
123,threshold_strategy,gtest_frequency3,"[62, 129, 199]","[65, 131, 199]",1.0,2.5,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size4\Composite\IOR\output\IOR_2.mxml.gz,Size4,IOR_2,2,Fixed,2000,Fixed,True,500,3,8
124,threshold_strategy,fixed_frequency_delta_percentage3,[199],"[65, 131, 199]",0.0,,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size4\Composite\IOR\output\IOR_2.mxml.gz,Size4,IOR_2,2,Fixed,2000,Fixed,True,500,3,8
125,threshold_strategy,fixed_cramersv_frequency3,"[62, 129, 199]","[65, 131, 199]",1.0,2.5,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size4\Composite\IOR\output\IOR_2.mxml.gz,Size4,IOR_2,2,Fixed,2000,Fixed,True,500,3,8
126,time_series_strategy,cpd_frequency_delta3,"[62, 67, 133, 203]","[66, 134, 203]",0.8,2.0,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size4\Composite\IOR\output\IOR_5.mxml.gz,Size4,IOR_5,5,Fixed,2000,Fixed,True,500,3,8
127,time_series_strategy,cpd_prob_freq_delta3,"[66, 132, 203]","[66, 134, 203]",1.0,1.0,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size4\Composite\IOR\output\IOR_5.mxml.gz,Size4,IOR_5,5,Fixed,2000,Fixed,True,500,3,8
128,time_series_strategy,cpd_cramersv_frequency3,"[66, 123, 132, 172, 203]","[66, 134, 203]",0.67,12.75,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size4\Composite\IOR\output\IOR_5.mxml.gz,Size4,IOR_5,5,Fixed,2000,Fixed,True,500,3,8
129,threshold_strategy,gtest_frequency3,"[64, 132, 203]","[66, 134, 203]",1.0,2.0,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size4\Composite\IOR\output\IOR_5.mxml.gz,Size4,IOR_5,5,Fixed,2000,Fixed,True,500,3,8
130,threshold_strategy,fixed_frequency_delta_percentage3,[203],"[66, 134, 203]",0.0,,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size4\Composite\IOR\output\IOR_5.mxml.gz,Size4,IOR_5,5,Fixed,2000,Fixed,True,500,3,8
131,threshold_strategy,fixed_cramersv_frequency3,"[64, 132, 160, 163, 176, 179, 196, 203]","[66, 134, 203]",0.44,29.71,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size4\Composite\IOR\output\IOR_5.mxml.gz,Size4,IOR_5,5,Fixed,2000,Fixed,True,500,3,8
132,time_series_strategy,cpd_frequency_delta3,"[29, 62, 140, 145, 211]","[63, 145, 211]",0.67,10.0,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size4\Composite\IRO\output\IRO.mxml.gz,Size4,IRO,0,Fixed,2000,Fixed,True,500,3,8
133,time_series_strategy,cpd_prob_freq_delta3,"[63, 140, 145, 211]","[63, 145, 211]",0.8,1.67,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size4\Composite\IRO\output\IRO.mxml.gz,Size4,IRO,0,Fixed,2000,Fixed,True,500,3,8
134,time_series_strategy,cpd_cramersv_frequency3,"[62, 144, 211]","[63, 145, 211]",1.0,1.0,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size4\Composite\IRO\output\IRO.mxml.gz,Size4,IRO,0,Fixed,2000,Fixed,True,500,3,8
135,threshold_strategy,gtest_frequency3,"[61, 143, 211]","[63, 145, 211]",1.0,2.0,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size4\Composite\IRO\output\IRO.mxml.gz,Size4,IRO,0,Fixed,2000,Fixed,True,500,3,8
136,threshold_strategy,fixed_frequency_delta_percentage3,[211],"[63, 145, 211]",0.0,,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size4\Composite\IRO\output\IRO.mxml.gz,Size4,IRO,0,Fixed,2000,Fixed,True,500,3,8
137,threshold_strategy,fixed_cramersv_frequency3,"[61, 143, 211]","[63, 145, 211]",1.0,2.0,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size4\Composite\IRO\output\IRO.mxml.gz,Size4,IRO,0,Fixed,2000,Fixed,True,500,3,8
138,time_series_strategy,cpd_frequency_delta3,"[31, 63, 148, 215]","[65, 148, 215]",0.8,12.0,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size4\Composite\IRO\output\IRO_2.mxml.gz,Size4,IRO_2,2,Fixed,2000,Fixed,True,500,3,8
139,time_series_strategy,cpd_prob_freq_delta3,"[64, 142, 147, 215]","[65, 148, 215]",0.8,2.67,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size4\Composite\IRO\output\IRO_2.mxml.gz,Size4,IRO_2,2,Fixed,2000,Fixed,True,500,3,8
140,time_series_strategy,cpd_cramersv_frequency3,"[64, 75, 95, 141, 146, 215]","[65, 148, 215]",0.57,10.0,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size4\Composite\IRO\output\IRO_2.mxml.gz,Size4,IRO_2,2,Fixed,2000,Fixed,True,500,3,8
141,threshold_strategy,gtest_frequency3,"[65, 142, 215]","[65, 148, 215]",1.0,3.0,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size4\Composite\IRO\output\IRO_2.mxml.gz,Size4,IRO_2,2,Fixed,2000,Fixed,True,500,3,8
142,threshold_strategy,fixed_frequency_delta_percentage3,[215],"[65, 148, 215]",0.0,,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size4\Composite\IRO\output\IRO_2.mxml.gz,Size4,IRO_2,2,Fixed,2000,Fixed,True,500,3,8
143,threshold_strategy,fixed_cramersv_frequency3,"[64, 145, 215]","[65, 148, 215]",1.0,2.0,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size4\Composite\IRO\output\IRO_2.mxml.gz,Size4,IRO_2,2,Fixed,2000,Fixed,True,500,3,8
144,time_series_strategy,cpd_frequency_delta3,"[59, 65, 150, 220]","[66, 151, 220]",0.8,3.0,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size4\Composite\IRO\output\IRO_5.mxml.gz,Size4,IRO_5,5,Fixed,2000,Fixed,True,500,3,8
145,time_series_strategy,cpd_prob_freq_delta3,"[65, 145, 151, 220]","[66, 151, 220]",0.8,2.33,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size4\Composite\IRO\output\IRO_5.mxml.gz,Size4,IRO_5,5,Fixed,2000,Fixed,True,500,3,8
146,time_series_strategy,cpd_cramersv_frequency3,"[67, 80, 101, 106, 132, 142, 220]","[66, 151, 220]",0.25,19.67,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size4\Composite\IRO\output\IRO_5.mxml.gz,Size4,IRO_5,5,Fixed,2000,Fixed,True,500,3,8
147,threshold_strategy,gtest_frequency3,"[72, 100, 106, 126, 129, 139, 220]","[66, 151, 220]",0.25,23.17,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size4\Composite\IRO\output\IRO_5.mxml.gz,Size4,IRO_5,5,Fixed,2000,Fixed,True,500,3,8
148,threshold_strategy,fixed_frequency_delta_percentage3,[220],"[66, 151, 220]",0.0,,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size4\Composite\IRO\output\IRO_5.mxml.gz,Size4,IRO_5,5,Fixed,2000,Fixed,True,500,3,8
149,threshold_strategy,fixed_cramersv_frequency3,"[67, 140, 220]","[66, 151, 220]",0.5,6.0,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size4\Composite\IRO\output\IRO_5.mxml.gz,Size4,IRO_5,5,Fixed,2000,Fixed,True,500,3,8
150,time_series_strategy,cpd_frequency_delta3,"[56, 69, 137, 151, 272, 293, 451]","[145, 295, 451]",0.5,34.0,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size2\Atomic\SerialRemoval\output\SerialRemoval.mxml.gz,Size2,SerialRemoval,0,Fixed,2000,Fixed,True,200,3,14
151,time_series_strategy,cpd_prob_freq_delta3,"[138, 150, 280, 293, 451]","[145, 295, 451]",0.67,7.25,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size2\Atomic\SerialRemoval\output\SerialRemoval.mxml.gz,Size2,SerialRemoval,0,Fixed,2000,Fixed,True,200,3,14
152,time_series_strategy,cpd_cramersv_frequency3,"[138, 150, 176, 271, 283, 294, 451]","[145, 295, 451]",0.5,13.33,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size2\Atomic\SerialRemoval\output\SerialRemoval.mxml.gz,Size2,SerialRemoval,0,Fixed,2000,Fixed,True,200,3,14
153,threshold_strategy,gtest_frequency3,"[142, 290, 451]","[145, 295, 451]",1.0,4.0,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size2\Atomic\SerialRemoval\output\SerialRemoval.mxml.gz,Size2,SerialRemoval,0,Fixed,2000,Fixed,True,200,3,14
154,threshold_strategy,fixed_frequency_delta_percentage3,"[4, 451]","[145, 295, 451]",0.0,141.0,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size2\Atomic\SerialRemoval\output\SerialRemoval.mxml.gz,Size2,SerialRemoval,0,Fixed,2000,Fixed,True,200,3,14
155,threshold_strategy,fixed_cramersv_frequency3,"[140, 291, 451]","[145, 295, 451]",1.0,4.5,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size2\Atomic\SerialRemoval\output\SerialRemoval.mxml.gz,Size2,SerialRemoval,0,Fixed,2000,Fixed,True,200,3,14
156,time_series_strategy,cpd_frequency_delta3,"[58, 126, 131, 151, 190]","[59, 129, 190]",0.67,7.0,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size4\Composite\OIR\output\OIR.mxml.gz,Size4,OIR,0,Fixed,2000,Fixed,True,500,3,8
157,time_series_strategy,cpd_prob_freq_delta3,"[58, 126, 131, 190]","[59, 129, 190]",0.8,2.0,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size4\Composite\OIR\output\OIR.mxml.gz,Size4,OIR,0,Fixed,2000,Fixed,True,500,3,8
158,time_series_strategy,cpd_cramersv_frequency3,"[58, 127, 190]","[59, 129, 190]",1.0,1.5,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size4\Composite\OIR\output\OIR.mxml.gz,Size4,OIR,0,Fixed,2000,Fixed,True,500,3,8
159,threshold_strategy,gtest_frequency3,"[58, 126, 190]","[59, 129, 190]",1.0,2.0,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size4\Composite\OIR\output\OIR.mxml.gz,Size4,OIR,0,Fixed,2000,Fixed,True,500,3,8
160,threshold_strategy,fixed_frequency_delta_percentage3,[190],"[59, 129, 190]",0.0,,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size4\Composite\OIR\output\OIR.mxml.gz,Size4,OIR,0,Fixed,2000,Fixed,True,500,3,8
161,threshold_strategy,fixed_cramersv_frequency3,"[57, 126, 190]","[59, 129, 190]",1.0,2.5,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size4\Composite\OIR\output\OIR.mxml.gz,Size4,OIR,0,Fixed,2000,Fixed,True,500,3,8
162,time_series_strategy,cpd_frequency_delta3,"[55, 60, 129, 134, 155, 194]","[60, 132, 194]",0.57,6.6,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size4\Composite\OIR\output\OIR_2.mxml.gz,Size4,OIR_2,2,Fixed,2000,Fixed,True,500,3,8
163,time_series_strategy,cpd_prob_freq_delta3,"[59, 129, 134, 194]","[60, 132, 194]",0.8,2.0,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size4\Composite\OIR\output\OIR_2.mxml.gz,Size4,OIR_2,2,Fixed,2000,Fixed,True,500,3,8
164,time_series_strategy,cpd_cramersv_frequency3,"[62, 67, 72, 80, 89, 94, 102, 107, 112, 121, 126, 194]","[60, 132, 194]",0.31,17.82,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size4\Composite\OIR\output\OIR_2.mxml.gz,Size4,OIR_2,2,Fixed,2000,Fixed,True,500,3,8
165,threshold_strategy,gtest_frequency3,"[67, 70, 89, 92, 102, 106, 194]","[60, 132, 194]",0.25,22.33,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size4\Composite\OIR\output\OIR_2.mxml.gz,Size4,OIR_2,2,Fixed,2000,Fixed,True,500,3,8
166,threshold_strategy,fixed_frequency_delta_percentage3,[194],"[60, 132, 194]",0.0,,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size4\Composite\OIR\output\OIR_2.mxml.gz,Size4,OIR_2,2,Fixed,2000,Fixed,True,500,3,8
167,threshold_strategy,fixed_cramersv_frequency3,"[66, 80, 84, 107, 110, 122, 194]","[60, 132, 194]",0.25,17.83,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size4\Composite\OIR\output\OIR_2.mxml.gz,Size4,OIR_2,2,Fixed,2000,Fixed,True,500,3,8
168,time_series_strategy,cpd_frequency_delta3,"[56, 61, 134, 198]","[61, 134, 198]",0.8,1.67,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size4\Composite\OIR\output\OIR_5.mxml.gz,Size4,OIR_5,5,Fixed,2000,Fixed,True,500,3,8
169,time_series_strategy,cpd_prob_freq_delta3,"[61, 133, 198]","[61, 134, 198]",1.0,0.5,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size4\Composite\OIR\output\OIR_5.mxml.gz,Size4,OIR_5,5,Fixed,2000,Fixed,True,500,3,8
170,time_series_strategy,cpd_cramersv_frequency3,"[62, 67, 75, 85, 90, 109, 114, 128, 198]","[61, 134, 198]",0.4,15.62,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size4\Composite\OIR\output\OIR_5.mxml.gz,Size4,OIR_5,5,Fixed,2000,Fixed,True,500,3,8
171,threshold_strategy,gtest_frequency3,"[65, 74, 84, 89, 102, 106, 117, 125, 198]","[61, 134, 198]",0.2,19.25,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size4\Composite\OIR\output\OIR_5.mxml.gz,Size4,OIR_5,5,Fixed,2000,Fixed,True,500,3,8
172,threshold_strategy,fixed_frequency_delta_percentage3,[198],"[61, 134, 198]",0.0,,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size4\Composite\OIR\output\OIR_5.mxml.gz,Size4,OIR_5,5,Fixed,2000,Fixed,True,500,3,8
173,threshold_strategy,fixed_cramersv_frequency3,"[62, 126, 198]","[61, 134, 198]",0.5,4.5,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size4\Composite\OIR\output\OIR_5.mxml.gz,Size4,OIR_5,5,Fixed,2000,Fixed,True,500,3,8
174,time_series_strategy,cpd_frequency_delta3,"[78, 99, 174, 179, 260, 269]","[85, 182, 269]",0.57,22.0,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size4\Composite\ORI\output\ORI.mxml.gz,Size4,ORI,0,Fixed,2000,Fixed,True,500,3,8
175,time_series_strategy,cpd_prob_freq_delta3,"[78, 83, 173, 178, 269]","[85, 182, 269]",0.67,5.5,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size4\Composite\ORI\output\ORI.mxml.gz,Size4,ORI,0,Fixed,2000,Fixed,True,500,3,8
176,time_series_strategy,cpd_cramersv_frequency3,"[78, 173, 178, 269]","[85, 182, 269]",0.8,6.67,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size4\Composite\ORI\output\ORI.mxml.gz,Size4,ORI,0,Fixed,2000,Fixed,True,500,3,8
177,threshold_strategy,gtest_frequency3,"[77, 176, 269]","[85, 182, 269]",0.5,7.0,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size4\Composite\ORI\output\ORI.mxml.gz,Size4,ORI,0,Fixed,2000,Fixed,True,500,3,8
178,threshold_strategy,fixed_frequency_delta_percentage3,[269],"[85, 182, 269]",0.0,,../Input/Synthetic/CPN_Logs (Ostovar - Robust)/FragmentChange\Size4\Composite\ORI\output\ORI.mxml.gz,Size4,ORI,0,Fixed,2000,Fixed,True,500,3,8
